id,source,area,number,text,option1,option2,option3,option4,correct,rationale
e2-q15,exam2,area4,15,What is the ratio requirement for van-accessible parking spaces under CBC Chapter 11B?,At least one for every 5 or fraction of 5 accessible spaces,At least one for every 6 or fraction of 6 accessible spaces,At least one for every 7 or fraction of 7 accessible spaces,At least one for every 8 or fraction of 8 accessible spaces,2,"CBC 11B-208.2.4 mandates that for every six or fraction of six accessible spaces, at least one must be a van-accessible space[cite: 1] (132"" wide stall or 108"" stall with 96"" aisle)."
e2-q16,exam2,area3,16,"For temporary or movable equipment stationed in one place for no more than 8 hours, current code allows enforcing agencies to require seismic restraints when the equipment exceeds what weight?",100 lbs,200 lbs,300 lbs,400 lbs,4,Equipment weighing more than 400 lbs must be anchored to prevent overturning and slide hazards[cite: 1].
e2-q17,exam2,area4,17,The California Electrical Code allows which professional other than registered electrical engineers to serve as Design Reviewers for electrical systems?,Architect,Owner Employed Special Inspector,Building Department Plan Checker,Only electrical engineers,1,Licensed architects are recognized as registered design professionals capable of overall system design review[cite: 1].
e2-q18,exam2,area4,18,"According to the California Health and Safety Code, which of the following safety features is required for all commercial and public swimming pools?",Underwater wet-niche light fixtures,Variable speed circulation pumps,Anti-vortex drains,Anti-entrapment drain covers/devices,4,Anti-entrapment covers complying with ASME/ANSI A112.19.8 (or suction limitation systems) are mandated under the Swimming Pool Safety Act[cite: 1].
e2-q19,exam2,area5,19,"California Design Professional Lien law requires that prior to recording a lien, design professionals must provide the owner with written demand at least how many days in advance?",10 days,15 days,30 days,60 days,1,California Civil Code § 8416 requires design professionals to give the property owner at least 10 days written notice before recording a lien[cite: 1].
e2-q20,exam2,area5,20,"In order to preserve the right to file a mechanic's lien, when must a sub-contractor serve the Preliminary 20-Day Notice?",Within 20 days after starting construction on the job site,Within 20 days after the subcontractor begins providing work or materials,Within 20 days after completing work,Within 20 days of the first progress payment application,2,"Civil Code § 8204 states the preliminary notice must be served not later than 20 days after the claimant first furnishes work, services, or equipment[cite: 1]."
e2-q21,exam2,area2,21,"According to the California Clean Air Act, stationary equipment or industrial processes that emit pollutants are required to obtain what from the local AQMD?",Letter of Permission,Permit to Operate (PTO),General Permit,Standard Permit,2,Local Air Quality Management Districts issue an Authority to Construct followed by a Permit to Operate (PTO)[cite: 1].
e2-q22,exam2,area2,22,"According to the California Coastal Act, what is the general geographic boundary of the Coastal Zone?",Between the sea and the first public road,"Extends 1 mile seaward and 1,000 yards inland",Extends seaward 3 miles and 100 yards inland,"Extends seaward to state jurisdictional limits (3 nmi) and generally 1,000 yards inland (up to 5 miles in rural habitat/mountain zones)",4,"The Coastal Zone extends 3 miles offshore to the state boundary and inland generally 1,000 yards, expanding up to 5 miles in undeveloped coastal ridgelines[cite: 1]."
e2-q23,exam2,area1,23,"Which of the following are required of architects when exercising Responsible Control under California law?
A. Be licensed in California
B. Stamp and sign drawings
C. Exercise standard of care over document preparation
D. Execute a written contract
E. Carry errors and omissions insurance",A and B,"A, B and C","A, B, C and D",All of the above,2,"B&P Code § 5535.1 defines responsible control by licensure, stamp/seal, and direct control and review[cite: 1]. Contracts and insurance are business requirements, not components of responsible control[cite: 1]."
e2-q24,exam2,area1,24,"Under the Architects Practice Act, in which of the following scenarios is the Architect REQUIRED to have a written contract?",Performing pro bono work with zero compensation,Providing services of the same kind previously rendered to and paid for by the same client,Providing architectural services to a professional traffic engineer,The client states in writing that they do not want a contract,3,"B&P Code § 5536.22 exempts work for professional engineers, but a traffic engineer or unlicensed consultant is not a registered civil/structural/mechanical/electrical engineer[cite: 1]."
e2-q25,exam2,area1,25,The California Architects Practice Act states that misdemeanor practice of architecture without a license is punishable by what?,"Fine of $100 to $2,000 or up to 1 year imprisonment","Fine of $100 to $5,000 or imprisonment in county jail up to 1 year, or both","Fine of $200 to $2,000 or up to 2 years imprisonment","Fine of $200 to $5,000 or up to 2 years imprisonment",2,"B&P Code § 5536 makes unlicensed practice a misdemeanor punishable by a fine not less than $100 and not more than $5,000, or by imprisonment up to 1 year, or both[cite: 1]."
e2-q26,exam2,area1,26,Which project is exempt from the licensing provisions of the California Architects Practice Act?,"Single-family dwelling of reinforced masonry construction, 2 stories high","Multiple dwellings with 5 wood-frame units, 2 stories high",Clusters of multi-family dwellings totaling 4 units,Garages and similar wood-frame outbuildings not over 2 stories and basement,4,"Wood frame conventional construction garages, outbuildings, and single-family dwellings are exempt under B&P Code § 5537[cite: 1] (masonry construction requires an architect or engineer)."
e2-q27,exam2,area1,27,Which of the following is NOT a rule of professional conduct in the California Code of Regulations Title 16?,"An architect shall only accept work that he/she is qualified to perform by education, training, and experience",An architect shall exercise responsible control when practicing architecture,"In designing a project, an architect shall have knowledge of all applicable building laws, codes, and regulations","Whenever the Board is conducting an investigation, an architect is required to respond within 30 days",2,"The standard of care rule states an architect shall exercise reasonable skill and care[cite: 1]. 'Responsible control' is a statutory definition for sealing documents, not phrased as this conduct rule[cite: 1]."
e2-q28,exam2,area1,28,Which of the following acts governs professional corporations in California?,Brown Reagan Professional Corporation Act,Deukmejian Wilson Professional Corporation Act,Davis Schwarzenegger Professional Corporation Act,Moscone Knox Professional Corporation Act,4,The Moscone-Knox Professional Corporation Act (CA Corp Code § 13400) governs professional corporations[cite: 1].
